RFmax_5920012,WLmean_5721442,SFmean_5721442,RFmean_5920012,RHmean_GK48617,WLmax_5721442,TXmean_GK48617,RHmin_GK48617,RFmean_6021060,SFmean_6019411,RHmax_KB48615,TNmean_KB48615,TMmean_GK48617,RHmin_KB48615,RHmean_KB48615,TXmin_GK48617,RFmean_6022001,TXmin_KB48615,Cases
0.019402064,0.074705411,0.007826161,0.005823976,0.276660573,0.073567708,0.320723684,0.230215827,0.000328012,0.003801321,0.320833333,0.675115208,0.565326634,0.210169492,0.226890756,0.094339623,0,0.274509804,Low
0.00661434,0.059260954,0.005652817,0.092484741,0.341255332,0.055989583,0.261513158,0.28057554,0,0.003069188,0.241666667,0.776497695,0.527638191,0.542372881,0.362637362,0.320754717,0,0.294117647,High
0.121262898,0.080654387,0.008759448,0.044728137,0.143205362,0.087239583,0.243421052,0.179856115,0.001093374,0.012936755,0.129166667,0.764976958,0.439698492,0.525423729,0.302521008,0.216981132,0.002085651,0.303921569,High
0.050709939,0.097357282,0.011371708,0.017704887,0.365021328,0.091796875,0.199013157,0.287769784,0.056855456,0.008731498,0.083333333,0.642857144,0.610552765,0.420338983,0.182934712,0.330188679,0.098720801,0.392156863,High
0.032630743,0.085344926,0.00934349,0.023528864,0.294942108,0.079427083,0.162828947,0.089928058,0.033894599,0.020863989,0.020833333,0.64516129,0.635678392,0.318644068,0.117000646,0.169811321,0.009733037,0.245098039,Low
0.038804127,0.107310376,0.013320874,0.12207054,0.33150518,0.110026042,0.187499999,0.341726619,0.049201837,0.052277186,0.05,0.605990784,0.479899497,0.318644068,0.063348416,0.264150943,0.028503893,0.294117647,High
0.084663551,0.087060977,0.009699814,0.039835997,0.156611822,0.083984375,0.215460526,0.31294964,0.089109993,0.048414553,0.3625,0.670506913,0.467336684,0.305084746,0.048480931,0.311320755,0.103587319,0.323529412,High
0.019402064,0.045532548,0.004002162,0.000232959,0.328458257,0.0390625,0.393092105,0.456834532,0.083643123,0.014923974,0.583333333,0.642857144,0.449748744,0.53220339,0.367808662,0.216981132,0.143214683,0.362745098,High
0.000440956,0.033748999,0.002785703,0.032148348,0.310176721,0.029296875,0.409539473,0.341726619,0.002733435,0.011129865,0.4625,0.493087558,0.261306533,0.498305085,0.464124111,0.5,0.006256952,0.460784314,High
0.036158391,0.046905388,0.004150827,0.071565019,0.398537477,0.039713542,0.430921053,0.431654676,0.049420512,0.038878791,0.508333333,0.470046082,0.43718593,0.515254237,0.382029735,0.556603774,0.04727475,0.460784314,High
0.056442367,0.047134195,0.004193303,0.052835112,0.223644119,0.042317708,0.429276315,0.118705036,0.068663897,0.045525693,0.545833333,0.566820276,0.364321609,0.613559322,0.514544279,0.556603774,0.079949944,0.509803922,High
0.068700944,0.033977806,0.002828178,0.057307925,0.351005485,0.037109375,0.481907894,0.431654676,0.069429259,0.022717765,0.541666667,0.529953918,0.56281407,0.657627119,0.586942469,0.58490566,0.007647386,0.490196078,High
0.077167299,0.020478206,0.001537387,0.068722919,0.296770262,0.014322917,0.534539474,0.54676259,0.025147606,0.013189215,0.716666667,0.647465437,0.143216081,0.66779661,0.56819651,0.575471698,0.036151279,0.568627451,High
0.108475174,0.019791786,0.001490192,0.046638401,0.386349786,0.013020833,0.542763158,0.600719424,0.017493986,0.011476096,0.604166667,0.601382489,0.34673367,0.66440678,0.590820944,0.575471698,0.02919911,0.598039216,High
0.067113502,0.038897151,0.003341427,0.068210409,0.513711152,0.041666667,0.620065789,0.45323741,0.023726219,0.053207681,0.55,0.523041474,0.216080402,0.555932203,0.570782159,0.5,0.024332592,0.568627451,Low
0.057853426,0.058345727,0.006205002,0.056049946,0.691042048,0.085286458,0.725328948,0.521582734,0.056636781,0.08250743,0.5375,0.622119816,0.233668342,0.6,0.511312217,0.688679245,0.136262514,0.637254902,High
0.044360173,0.073790184,0.00763856,0.018683315,0.447897623,0.067708333,0.804276316,0.514388489,0.039580144,0.149596786,0.704166667,0.610599079,0.296482413,0.593220339,0.50937298,0.783018868,0.031979978,0.637254902,High
0.016403563,0.067955611,0.00693417,0.053347621,0.63741621,0.076171875,0.837171053,0.741007194,0.063743713,0.088238264,0.866666667,0.502304147,0.266331659,0.738983051,0.684550743,0.896226415,0.023637375,0.803921569,High
0.093835435,0.087289784,0.010354649,0.072124121,0.459475929,0.121744792,0.866776315,0.485611511,0.038814782,0.080567097,0.65,0.624423963,0.183417087,0.620338983,0.672268908,0.886792453,0.019466073,0.833333333,High
0.052561954,0.064065896,0.006541269,0.035223408,0.828153565,0.092447917,0.914473684,0.535971223,0.020992784,0.038640757,0.591666667,0.592165898,0.21356784,0.688135593,0.632191338,0.924528302,0.01932703,0.911764706,High
0.062174795,0.060176181,0.005808562,0.10301449,0.594759293,0.067708333,0.916118421,0.54676259,0.020992784,0.037609279,0.358333333,0.571428571,0.095477388,0.623728814,0.570135747,0.971698113,0.108453838,0.901960784,High
0.094011818,0.066010754,0.006642739,0.063131901,0.705057892,0.072265625,0.731907894,0.597122302,0.099059698,0.062115901,0.358333333,0.592165898,0.005025126,0.461016949,0.286360698,0.943396226,0.103448276,0.862745098,High
0.072316783,0.099073333,0.012405285,0.20500396,0.728823888,0.122395833,0.799342105,0.485611511,0.029521102,0.113448166,0.354166667,0.569124424,0,0.53220339,0.376858436,0.405660377,0.0682703,0.803921569,High
0.21262898,0.092323533,0.011214783,0.03373247,0.639244363,0.127604167,0.791118421,0.661870504,0.079816313,0.123719669,0.445833333,0.663594469,0.120603016,0.46440678,0.381383323,0.764150943,0.070216908,0.705882353,High
0.021254079,0.112000915,0.014328493,0.114196524,0.522242535,0.110026042,0.722039474,0.532374101,0.024600918,0.13692331,0.55,0.527649769,0.326633166,0.477966102,0.314802844,0.830188679,0.03823693,0.803921569,High
0.127171708,0.124013271,0.016794448,0.159343987,0.698354662,0.122395833,0.819078947,0.399280576,0.104963919,0.291832569,0.508333333,0.610599079,0.341708544,0.403389831,0.339366516,0.745283019,0.184232481,0.696078431,High
0.106887733,0.11520421,0.014671839,0.015142338,0.62400975,0.10546875,0.815789474,0.302158273,0.101137109,0.250660002,0.375,0.615207373,0.248743719,0.471186441,0.412411118,0.839622642,0.05839822,0.803921569,High
0.015874416,0.108340007,0.013585167,0.17383404,0.327848872,0.122395833,0.72368421,0.302158273,0.075224142,0.226972071,0.55,0.569124424,0.256281407,0.46440678,0.346477052,0.754716981,0.062291435,0.598039216,High
0.107064115,0.103992678,0.012589347,0.128733169,0.224253504,0.104817708,0.738486842,0.212230216,0.140498579,0.170976514,0.629166667,0.629032258,0.479899497,0.498305085,0.480930834,0.716981132,0.100111235,0.725490196,High
0.099479672,0.178926896,0.033736381,0.276196245,0.325411335,0.229166667,0.702302632,0.330935252,0.14804286,0.466155977,0.6875,0.557603687,0.472361809,0.586440678,0.542340013,0.754716981,0.300055617,0.764705882,High
0.281241732,0.142661023,0.021613088,0.089689233,0.243144424,0.160807292,0.695723684,0.316546763,0.350645091,0.202396924,0.654166667,0.612903226,0.577889448,0.671186441,0.588235294,0.632075472,0.510150167,0.529411765,High
0.061557457,0.1216108,0.016065281,0.029119881,0.293723339,0.112630208,0.608552631,0.237410072,0.065055762,0.119665888,0.516666667,0.638248848,0.690954774,0.722033898,0.610859729,0.783018868,0.033648498,0.656862745,High
0.043654643,0.101132594,0.012137452,0.033033593,0.285191956,0.092447917,0.680921053,0.208633094,0.018587361,0.091978274,0.795833333,0.417050692,0.756281406,0.637288136,0.540400776,0.490566038,0.062013348,0.470588235,High
0.037128495,0.486557602,0.228822878,0.92042119,0.158439975,0.664713542,0.618421053,0.100719424,0.092718128,0.766139387,1,0.147465437,0.783919598,0.738983051,0.735294118,0.698113208,0.169215795,0.68627451,High
1,1,1,0.413315939,0.113345521,1,0.697368421,0,0.830527006,1,0.958333333,0.117511521,0.86683417,0.915254237,0.97446671,0.688679245,0.992908788,0.519607843,High
0.328512214,0.600846585,0.31830045,0.061920514,0.139549055,0.775390625,0.636513157,0.356115108,0.241089001,0.670536513,0.670833333,0,0.937185929,0.73559322,0.868131868,0.773584906,0.14474416,0.656862745,High
0.050533557,0.331655417,0.094457856,0.222569072,0.185252894,0.36328125,0.59375,0.323741007,0.053137984,0.418484376,0.754166667,0.426267281,0.924623115,0.583050847,0.532643827,0.669811321,0.033509455,0.617647059,High
0.166416792,0.26553026,0.063638144,0.000931836,0.305301645,0.263020833,0.624999999,0.161870504,0.127706101,0.347128451,0.883333333,0.54608295,0.655778894,0.566101695,0.50678733,0.660377358,0.147385984,0.539215686,High
0.001322868,0.210731038,0.041465792,0.012579788,0.243144424,0.175130208,0.652960527,0.043165468,0.001968073,0.089958597,0.866666667,0.276497695,0.836683417,0.722033898,0.74789916,0.490566038,0.008064516,0.421568627,High
0.019049299,0.196201808,0.036024173,0.003261427,0.070688604,0.158854167,0.659539473,0.320143885,0.006013558,0.051721775,0.6375,0.179723502,0.743718593,0.637288136,0.735617324,0.688679245,0.01070634,0.666666667,High
0.006173384,0.194485757,0.035417714,0.001397754,0.047531993,0.159505208,0.636513157,0.248201439,0.001640061,0.036945671,0.529166667,0.552995392,0.683417086,0.684745763,0.602456367,0.726415094,0.005561735,0.666666667,High
0.001322868,0.187278343,0.032893945,0.000698877,0.175502742,0.149739583,0.598684211,0.230215827,0.001093374,0.026710234,0.754166667,0.59907834,0.824120603,0.708474576,0.583063995,0.641509434,0.005561735,0.568627451,High
0.001322868,0.172062693,0.028199192,0.000232959,0.102985984,0.140625,0.546052632,0.136690647,0,0.019241034,0.316666667,0.631336405,0.814070351,0.647457627,0.607627667,0.641509434,0,0.578431373,High
0.000440956,0.166342524,0.026548537,0,0.127361365,0.136067708,0.52631579,0.205035971,0,0.014520038,0.320833333,0.771889402,0.613065327,0.555932203,0.388493859,0.641509434,0.000695217,0.509803922,High
0,0.147694772,0.021718098,0,0.360755637,0.120442708,0.524671052,0.338129496,0,0.011108226,0.416666667,0.638248848,0.663316584,0.610169492,0.410471881,0.575471698,0.000695217,0.460784314,High
0,0.14357625,0.020742335,0.000698877,0.138939671,0.119140625,0.597039473,0.496402878,0,0.008237399,0.3,0.767281106,0.713567839,0.471186441,0.351648352,0.632075472,0,0.470588235,High
0.001322868,0.132936735,0.018232725,0,0.345521024,0.104817708,0.389802631,0.449640288,0,0.005911163,0.208333333,0.82718894,0.653266332,0.325423729,0.157078216,0.632075472,0,0.578431373,High
0,0.127559776,0.017091778,0.001863672,0.481413772,0.100260417,0.100328947,0.464028777,0,0.004169191,0.2875,0.907834102,0.670854272,0.322033898,0.229476406,0.377358491,0,0.333333333,High
0.001322868,0.136368837,0.019027966,0.007454689,0.356489945,0.110677083,0.123355263,0.341726619,0.005466871,0.007173461,0.354166667,0.836405531,0.585427135,0.552542373,0.363283775,0.028301887,0.019466073,0.029411765,High
0.009612841,0.120924379,0.015711316,0,0.436319318,0.098307292,0.439144737,0.334532374,0.03553466,0.003455091,0.404166667,0.741935484,0.487437187,0.586440678,0.441499677,0.113207547,0.008481646,0.12745098,High
0,0.12298364,0.01617383,0.01467642,0.440585009,0.100260417,0.539473684,0.316546763,0.008200306,0.003617387,0.216666667,0.746543779,0.620603015,0.542372881,0.418875243,0.226415094,0.001668521,0.352941176,High
0.023458859,0.117263471,0.014995127,0.038671202,0.333942718,0.093098958,0.407894737,0.496402878,0.037721408,0.002668859,0.3625,0.792626727,0.58040201,0.352542373,0.212669683,0.594339623,0.075778643,0.5,High
0.062262986,0.127674179,0.017327755,0.011182034,0.39488117,0.126302083,0.077302631,0.345323741,0.008746993,0.003105254,0.254166667,0.71889401,0.464824122,0.53220339,0.38332256,0.273584906,0.004449388,0.284313725,High
0.020460358,0.134195172,0.018572531,0.050785072,0.480195003,0.114583333,0.208881579,0.370503597,0.034987973,0.00311968,0.5,0.82718894,0.424623116,0.498305085,0.290239172,0,0.044215795,0.117647059,High
0.096128406,0.173778744,0.029873446,0.099054186,0.42047532,0.197265625,0.151315789,0.456834532,0.000218675,0.009254451,0.308333333,0.937788018,0.484924623,0.505084746,0.442792501,0.301886792,0.000556174,0.382352941,High
0.141194109,0.191396865,0.035243091,0.022783395,0.447288239,0.203125,0.185855263,0.302158273,0.003608135,0.039344038,0.845833333,0.688940092,0.540201006,0.437288136,0.288299935,0.29245283,0.016129032,0.382352941,High
0.041008907,0.181558174,0.031206713,0.066626287,0.483241926,0.153645833,0.27631579,0.449640288,0.037830746,0.091145157,0.533333333,0.647465437,0.58040201,0.586440678,0.497737557,0.216981132,0.006256952,0.225490196,High
0.067466267,0.170575449,0.028282964,0.009085403,0.299817185,0.1640625,0.184210526,0.442446043,0.074349442,0.037284688,0.929166667,0.788018434,0.472361809,0.522033898,0.492566257,0.405660377,0.077864294,0.431372549,High
0.016315372,0.162910422,0.026062425,0.029119881,0.419865935,0.165364583,0.287828948,0.471223022,0.000546687,0.050069967,0.1625,0.668202765,0.459798996,0.46440678,0.449256626,0.264150943,0.002085651,0.352941176,High
0.043213687,0.173435534,0.029119501,0.065741043,0.443631932,0.161458333,0.231907894,0.449640288,0.025147606,0.062765083,0.229166667,0.548387097,0.487437187,0.4,0.197802198,0.41509434,0.099694105,0.431372549,High
0.083340683,0.132593525,0.018204408,0.015375297,0.468616697,0.109375,0.264802632,0.388489209,0.059042204,0.020918088,0.104166667,0.571428571,0.414572865,0.393220339,0.183581125,0.377358491,0.092185762,0.441176471,High
0.02866214,0.127102162,0.016986769,0.121790989,0.45155393,0.104166667,0.396381579,0.388489209,0.002733435,0.017160045,0.354166667,0.444700461,0.555276382,0.406779661,0.155138979,0.41509434,0.005561735,0.441176471,High
0.160684364,0.1283606,0.017302977,0.027955085,0.436928702,0.109375,0.488486842,0.435251799,0.027881041,0.011880031,0.229166667,0.488479263,0.354271358,0.454237288,0.34324499,0.547169811,0.130700779,0.549019608,High
0.01763824,0.119894749,0.015515455,0.055537437,0.388787325,0.099609375,0.595394737,0.604316547,0.076536191,0.009734124,0.154166667,0.594470047,0.168341709,0.413559322,0.205559147,0.58490566,0.082035595,0.549019608,High
0.079989417,0.127330969,0.017048123,0.00386712,0.502132846,0.104817708,0.476973684,0.568345324,0.022742182,0.013182002,0.508333333,0.502304147,0.128140704,0.376271186,0.185520362,0.698113208,0.007647386,0.68627451,High
0.007055296,0.134423979,0.018663382,0.086660765,0.628884826,0.1171875,0.597039473,0.611510791,0.001858736,0.011468883,0.3375,0.370967742,0.384422111,0.583050847,0.502262443,0.613207547,0.026418242,0.656862745,High
0.086868331,0.174007551,0.029847488,0.075245772,0.586837294,0.193359375,0.539473684,0.460431655,0.075442817,0.027647941,0.3375,0.495391705,0.489949749,0.555932203,0.393018746,0.669811321,0.013070078,0.647058824,High
0.08977864,0.189566411,0.035142801,0.210827936,0.565508836,0.188802083,0.624999999,0.651079137,0.154165755,0.077858565,0.429166667,0.467741935,0.33919598,0.457627119,0.338720103,0.575471698,0.148915462,0.735294118,High
0.149660464,0.181901384,0.03154062,0.232632903,0.447288239,0.16796875,0.643092105,0.428057554,0.154712443,0.142610866,0.370833333,0.596774194,0.077889448,0.538983051,0.439560439,0.698113208,0.109149055,0.745098039,High
0.230179028,0.157876673,0.024369294,0.05227601,0.631322364,0.1328125,0.615131579,0.68705036,0.052919309,0.095397299,0.375,0.511520737,0.32914573,0.505084746,0.380090498,0.669811321,0.155728587,0.823529412,High
0.083781639,0.175609198,0.029538359,0.006289894,0.751371115,0.158203125,0.667763158,0.413669065,0.078941614,0.047732912,0.204166667,0.550691244,0.09798995,0.46779661,0.279896574,0.622641509,0.074388209,0.343137255,High
0.005291472,0.195400984,0.03595338,0.093929087,0.829981718,0.171223958,0.564144737,0.395683453,0.026787667,0.151565971,0.4875,0.49078341,0.173366835,0.416949153,0.21978022,0.745283019,0.000695217,0.598039216,High
0.067113502,0.175037181,0.030287585,0.057028374,0.524680073,0.180338542,0.80756579,0.392086331,0.056308769,0.198491012,0.275,0.502304147,0.13316583,0.603389831,0.524240465,0.198113208,0.086206897,0.215686275,Low
0.073727842,0.162567212,0.025920839,0.146111914,0.432053626,0.159505208,0.851973685,0.769784173,0.030614476,0.06236836,0.391666667,0.608294931,0.08040201,0.484745763,0.290239172,0.849056604,0.043103448,0.803921569,High
0.135020725,0.313350875,0.08577392,0.183059218,0.458866545,0.352864583,0.884868421,0.64028777,0.087251257,0.147840388,0.3125,0.498847926,0.150753769,0.484745763,0.339366516,0.886792453,0.125695217,0.823529412,High
0.168445189,0.226518705,0.048153366,0.007920608,0.862279098,0.220703125,0.728618421,0.561151079,0.060354253,0.170110938,0.229166667,0.541474655,0.128140704,0.501694915,0.337427279,0.924528302,0.023498331,0.843137255,High
0.010141988,0.206955726,0.040019256,0.068862694,0.606946984,0.167317708,0.8125,0.539568345,0.009840367,0.163294527,0.266666667,0.532258065,0.09798995,0.508474576,0.281835811,0.716981132,0.043520578,0.725490196,High
0.066407972,0.20203638,0.038612836,0.065554675,0.555149299,0.188151042,0.820723684,0.392086331,0.065055762,0.098333045,0.4375,0.619815668,0.344221106,0.342372881,0.223658694,0.849056604,0.035456062,0.754901961,High
0.064996913,0.219883308,0.045063253,0.104831571,0.644119439,0.202473958,0.603618421,0.431654676,0.027553029,0.111951441,0.4375,0.675115208,0.331658292,0.352542373,0.282482224,0.849056604,0.005978865,0.784313725,High
0.087926625,0.269305572,0.065262842,0.125099008,0.301645338,0.283854167,0.766447368,0.377697842,0.136234419,0.175077181,0.325,0.456221198,0.452261308,0.4,0.290885585,0.632075472,0.205784205,0.607843137,High
0.104153805,0.25912367,0.060691977,0.044308811,0.407678245,0.223307292,0.777960526,0.388489209,0.151213645,0.122781961,0.320833333,0.504608295,0.344221106,0.501694915,0.375565611,0.773584906,0.150862069,0.696078431,High
0.042949114,0.241734355,0.053547789,0.091086987,0.33150518,0.20703125,0.689144737,0.323741007,0.033457249,0.142419718,0.466666667,0.741935484,0.444723618,0.454237288,0.307692308,0.70754717,0.063681869,0.745098039,High
0.075844431,0.272165656,0.06639435,0.211387038,0.387568556,0.261067708,0.661184211,0.428057554,0.126175377,0.27648302,0.316666667,0.470046082,0.512562815,0.542372881,0.393018746,0.764150943,0.159621802,0.745098039,High
0.26563189,0.267017504,0.064248143,0.085915296,0.188909202,0.249348958,0.550986842,0.428057554,0.18652963,0.529779423,0.645833333,0.624423963,0.565326634,0.474576271,0.3594053,0.669811321,0.25820356,0.705882353,High
0.082458771,0.245166457,0.055069837,0.026091413,0.284582572,0.223307292,0.659539473,0.276978417,0.060682265,0.238678987,0.558333333,0.398617511,0.64321608,0.616949153,0.625727214,0.273584906,0.119021135,0.37254902,High
0.018872916,0.23715822,0.051747288,0.112053301,0.291285801,0.208984375,0.570723684,0.079136691,0.032801225,0.141647913,0.575,0.384792627,0.585427135,0.688135593,0.595992243,0.773584906,0.043937709,0.647058824,High
0.105388482,0.213934333,0.042669272,0.005684201,0.208409506,0.182291667,0.684210526,0.294964029,0.124097966,0.090351712,0.770833333,0.347926268,0.690954774,0.586440678,0.515837104,0.537735849,0.235678532,0.578431373,High
0.004674134,0.422720512,0.14393033,0.05073848,0.149908592,0.475260417,0.731907894,0.208633094,0.019243385,0.139447907,0.804166667,0.640552995,0.625628141,0.627118644,0.639948287,0.754716981,0.062152392,0.696078431,High
0.062880325,0.248484155,0.056440861,0.000465918,0.216331505,0.233723958,0.652960527,0.21942446,0.038268095,0.058401137,0.779166667,0.264976958,0.851758795,0.657627119,0.683904331,0.754716981,0.04769188,0.725490196,High
0.000529147,0.206726919,0.039934304,0.018170806,0.220597197,0.171875,0.661184211,0.305755396,0.001093374,0.04587553,0.529166667,0.679723502,0.798994976,0.661016949,0.617323852,0.660377358,0.000695217,0.676470588,High
0.025134492,0.219654502,0.045007799,0.061967106,0.326630103,0.204427083,0.666118421,0.330935252,0.011371091,0.058556219,0.583333333,0.433179724,0.814070351,0.671186441,0.526826115,0.754716981,0.036151279,0.656862745,High
0.116941529,0.219997712,0.045229617,0.412756838,0.227909811,0.203776042,0.661184211,0.40647482,0.224251039,0.320955596,0.558333333,0.50921659,0.640703518,0.572881356,0.470588235,0.669811321,0.223164627,0.715686275,Low
0.549607549,0.234641346,0.051939609,0.059171598,0.306520414,0.295572917,0.618421053,0.478417266,0.083971135,0.178283418,0.3,0.472350231,0.851758795,0.545762712,0.449256626,0.726415094,0.035873192,0.68627451,High
0.060410971,0.264386226,0.063323116,0.009085403,0.393662401,0.291666667,0.590460526,0.258992806,0.085939208,0.130748868,0.245833333,0.396313365,0.751256282,0.328813559,0.206851971,0.669811321,0.049638487,0.68627451,High
0.007496252,0.218968081,0.044623157,0.01160136,0.460694698,0.194010417,0.633223685,0.410071942,0.015416576,0.08899925,0.4375,0.762672811,0.542713568,0.508474576,0.330963154,0.641509434,0.013904338,0.656862745,High
0.012787724,0.183503032,0.031701084,0.012533197,0.185862279,0.151041667,0.587171053,0.305755396,0.018587361,0.063096887,0.3125,0.721198156,0.816582915,0.505084746,0.422107305,0.698113208,0.006256952,0.666666667,High
0.013052297,0.184532662,0.032322882,0.004239855,0.301035953,0.164713542,0.577302631,0.327338129,0.015307238,0.058112611,0.204166667,0.857142856,0.701005025,0.474576271,0.300581771,0.669811321,0.020300334,0.578431373,High
0.00370403,0.156160622,0.02380531,0,0.240706886,0.126302083,0.419407895,0.302158273,0.012027116,0.038817479,0.295833333,0.769585253,0.575376885,0.362711864,0.266321913,0.669811321,0.007647386,0.666666667,High
0,0.14357625,0.020770652,0,0.355271176,0.115234375,0.480263158,0.320143885,0,0.031081393,0.316666667,0.80875576,0.640703518,0.277966102,0.230122818,0.396226415,0.004171301,0.352941176,Low
0,0.133851962,0.018468701,0.007920608,0.164533821,0.106770833,0.546052632,0.618705036,0,0.027031218,0.279166667,0.69124424,0.57035176,0.308474576,0.250808015,0.594339623,0,0.401960784,High
0.014992504,0.12939023,0.017508277,0.008619485,0.28702011,0.103515625,0.371710526,0.575539568,0.010387054,0.025949248,0.1625,0.875576037,0.592964825,0.345762712,0.164835165,0.622641509,0.04727475,0.450980392,Low
0.015962607,0.125157305,0.016584429,0,0.698354662,0.100260417,0.333881579,0.323741007,0.014760551,0.021747598,0.175,0.80875576,0.341708544,0.274576271,0.146089205,0.235849057,0.004171301,0.215686275,Low
0,0.122754834,0.016088878,0.006056935,0.503351615,0.098958333,0.409539473,0.611510791,0,0.020737759,0.245833333,0.790322581,0.635678392,0.457627119,0.21719457,0.188679245,0,0.088235294,Low
0.011464856,0.120466766,0.01567356,0,0.408287629,0.100911458,0.483552632,0.607913669,0,0.020763005,0.208333333,0.663594469,0.582914573,0.461016949,0.250808015,0.179245283,0,0.166666667,High
0,0.120695573,0.0156712,0,0.548446069,0.096354167,0.327302631,0.482014388,0,0.018339392,0.208333333,0.774193548,0.587939699,0.430508475,0.19844861,0.566037736,0,0.529411765,Low
0,0.113259352,0.014206966,0.001164795,0.574649604,0.092447917,0.378289473,0.478417266,0,0.017033815,0.045833333,0.790322581,0.613065327,0.345762712,0.180349062,0.198113208,0,0.284313725,Low
0.00220478,0.126987759,0.017011546,0.016074174,0.45155393,0.106119792,0.393092105,0.64028777,0,0.016958077,0.083333333,0.735023042,0.555276382,0.247457627,0.020038785,0.245283019,0,0.284313725,Low
0.030425963,0.146436335,0.021541115,0.017238969,0.391224863,0.134765625,0.527960526,0.449640288,0.000546687,0.022328255,0.045833333,0.928571429,0.638190955,0.305084746,0.06981254,0.5,0,0.539215686,Low
0.024958109,0.124814094,0.01657617,0.017471928,0.648385131,0.115234375,0.463815789,0.59352518,0,0.024690557,0,0.638248848,0.55276382,0.294915254,0.073691015,0.660377358,0.003476085,0.607843137,Low
0.030425963,0.179956527,0.030922361,0.043330383,0.422912858,0.169270833,0.529605264,0.5,0,0.032188609,0.020833333,0.732718894,0.515075377,0.274576271,0.009696186,0.462264151,0.147385984,0.588235294,High
0.026280977,0.159935934,0.024877823,0.032148348,0.494210847,0.130208333,0.412828947,0.467625899,0.012573803,0.041223059,0.033333333,0.748847926,0.595477387,0.355932203,0.089851325,0.632075472,0.026418242,0.598039216,Low
0.027780228,0.20912939,0.041267571,0.089922192,0.507007922,0.204427083,0.34868421,0.388489209,0.032254537,0.165065351,0.025,0.619815668,0.530150754,0.250847458,0.029088558,0.5,0.094549499,0.578431373,High
0.07654996,0.184303855,0.032194275,0.009318362,0.496039001,0.171223958,0.266447368,0.550359712,0.068335885,0.128148533,0.379166667,0.615207373,0.575376885,0.298305085,0.016806723,0.41509434,0.076612903,0.519607843,High
0.015080695,0.163253632,0.025978654,0.022364068,0.452163315,0.156901042,0.425986842,0.543165468,0.054122021,0.084887764,0.333333333,0.552995392,0.301507538,0.410169492,0.281189399,0.311320755,0.107480534,0.421568627,High
0.039686039,0.150554856,0.022467323,0.033779062,0.516758074,0.133463542,0.396381579,0.571942446,0.042641592,0.094838282,0.1,0.668202765,0.396984925,0.250847458,0.285714286,0.566037736,0.002085651,0.598039216,High
0.038804127,0.162338405,0.025858306,0.059870475,0.524680073,0.157552083,0.462171052,0.503597122,0.019680735,0.074655934,0.158333333,0.649769585,0.492462311,0.369491525,0.113768584,0.518867925,0.071607342,0.607843137,Low
0.041361672,0.180528544,0.031147719,0.078973117,0.533211456,0.167317708,0.560855263,0.582733813,0.068882572,0.111893736,0.466666667,0.640552995,0.386934673,0.298305085,0.085972851,0.566037736,0.034065628,0.578431373,High
0.121262898,0.21519277,0.04349047,0.141406141,0.417428397,0.213541667,0.631578947,0.456834532,0.004920184,0.159763698,0.304166667,0.705069124,0.326633166,0.406779661,0.283128636,0.679245283,0.002780868,0.656862745,High
0.142605168,0.151927697,0.022851965,0.051483949,0.558805606,0.134765625,0.643092105,0.683453237,0.138202493,0.081995297,0.270833333,0.615207373,0.351758794,0.447457627,0.336780866,0.716981132,0.083426029,0.705882353,High
0.084222595,0.17366434,0.029274065,0.082700461,0.521023766,0.16015625,0.618421053,0.705035971,0.011480429,0.094362215,0.354166667,0.700460829,0.497487437,0.484745763,0.315449257,0.698113208,0.068131257,0.676470588,High
0.069318282,0.156275026,0.023874923,0.04146671,0.778793418,0.132161458,0.756578948,0.68705036,0.079816313,0.05985819,0.3375,0.608294931,0.31155779,0.522033898,0.376212023,0.660377358,0.057007786,0.735294118,High
0.077167299,0.169545819,0.027605712,0.091552905,0.722120658,0.14453125,0.930921053,0.705035971,0.008746993,0.068344442,0.2125,0.688940092,0.409547739,0.461016949,0.298642534,0.811320755,0.002780868,0.774509804,High
0.079724843,0.23109484,0.049480734,0.133159391,0.677635588,0.212890625,0.876644737,0.726618705,0.072162694,0.119647855,0.291666667,0.675115208,0.43718593,0.430508475,0.218487395,0.962264151,0.09663515,0.882352941,High
0.137225505,0.274796934,0.067283981,0.103107674,0.797684339,0.223958333,0.891447369,0.730215827,0.045921714,0.154404339,0.4375,0.725806452,0.510050251,0.447457627,0.287653523,0.952830189,0.003197998,0.921568627,High
0.169415292,0.249742592,0.056713414,0,0.853747715,0.2109375,0.911184211,0.744604317,0.070522633,0.094748117,0.408333333,0.797235023,0.429648242,0.288135593,0.148674854,0.971698113,0.187291435,0.901960784,Low
0,0.252488274,0.058116294,0,0.761730652,0.242838542,0.99506579,0.550359712,0.042641592,0.076751349,0.1625,0.488479263,0.505025127,0.271186441,0.305106658,0.962264151,0.036846496,0.950980392,Low
0,0.220912939,0.045426657,0,0.687995125,0.186197917,0.791118421,0.629496403,0.048108463,0.049207998,0.308333333,0.592165898,0.474874372,0.420338983,0.187459599,1,0.034760845,1,High
0,0.232696488,0.050044718,0,0.629494211,0.215494792,0.822368421,0.35971223,0,0.066461814,0.2375,0.652073732,0.422110552,0.498305085,0.340659341,0.594339623,0.015294772,0.5,High
