RFmax_5920012,RHmax_KB48615,RHmax_GK48617,SFmax_5721442,WLmax_5721442,RHmin_GK48617,WLmax_6019411,TXmin_GK48617,SFmax_6019411,RFmax_6121067,Cases
0.015962607,0.175,0.680672269,0.011178434,0.100260417,0.323741007,0.212080537,0.235849057,0.019070187,0.001957713,Low
0,0.245833333,0.457983193,0.010881422,0.098958333,0.611510791,0.236241611,0.188679245,0.01916046,0,Low
0.011464856,0.208333333,0.470588235,0.011302639,0.100911458,0.607913669,0.340939597,0.179245283,0.017061611,0.001957713,High
0,0.208333333,0.474789916,0.010471006,0.096354167,0.482014388,0.140939597,0.566037736,0.015233582,0,Low
0,0.045833333,0.600840336,0.009839182,0.092447917,0.478417266,0.108724832,0.198113208,0.01591063,0,Low
0.00220478,0.083333333,0.642857143,0.012199073,0.106119792,0.64028777,0.067114094,0.245283019,0.029564432,0,Low
0.030425963,0.045833333,0.327731092,0.018096102,0.134765625,0.449640288,0.076510067,0.5,0.025073347,0,Low
0.024958109,0,0.588235294,0.013894739,0.115234375,0.59352518,0.08590604,0.660377358,0.039923268,0.066953798,Low
0.030425963,0.020833333,0.411764706,0.027686874,0.169270833,0.5,0.093959732,0.462264151,0.049853306,0.078308536,High
0.026280977,0.033333333,0.415966387,0.017080863,0.130208333,0.467625899,0.175838926,0.632075472,0.224057775,0.004306969,Low
0.027780228,0.025,0.487394958,0.038795105,0.204427083,0.388489209,0.401342282,0.5,0.203024148,0.073610023,High
0.07654996,0.379166667,0.457983193,0.028297098,0.171223958,0.550359712,0.444295302,0.41509434,0.105100429,0.182067345,High
0.015080695,0.333333333,0.491596639,0.023895927,0.156901042,0.543165468,0.330201342,0.311320755,0.138366057,0.150743931,High
0.039686039,0.1,0.630252101,0.01777749,0.133463542,0.571942446,0.213422819,0.566037736,0.080230196,0.064604542,High
0.038804127,0.158333333,0.508403361,0.024182138,0.157552083,0.503597122,0.47114094,0.518867925,0.129293613,0.009397024,Low
0.041361672,0.466666667,0.5,0.02705505,0.167317708,0.582733813,0.637583893,0.566037736,0.218393139,0.074784652,High
0.121262898,0.304166667,0.474789916,0.041954228,0.213541667,0.456834532,0.251006711,0.679245283,0.107650643,0.003915427,High
0.142605168,0.270833333,0.75210084,0.018069101,0.134765625,0.683453237,0.422818792,0.716981132,0.100564207,0.144870791,High
0.084222595,0.354166667,0.584033613,0.024884166,0.16015625,0.705035971,0.579865772,0.698113208,0.070593545,0,High
0.069318282,0.3375,0.852941176,0.017410276,0.132161458,0.68705036,0.530201342,0.660377358,0.104355676,0.209475333,High
0.077167299,0.2125,0.697478992,0.020423592,0.14453125,0.705035971,0.331543624,0.811320755,0.14107425,0,High
0.079724843,0.291666667,0.672268908,0.041711218,0.212890625,0.726618705,0.390604027,0.962264151,0.183434891,0.043069695,High
0.137225505,0.4375,0.953781513,0.045599369,0.223958333,0.730215827,0.434899329,0.952830189,0.104197698,0.287783868,High
0.169415292,0.408333333,0.978991597,0.041041592,0.2109375,0.744604317,0.367785235,0.971698113,0.090927556,0.182067345,Low
0,0.1625,0.966386555,0.052279428,0.242838542,0.550359712,0.397315436,0.962264151,0.053735049,0.105716523,Low
0,0.308333333,0.630252101,0.03298448,0.186197917,0.629496403,0.703355705,1,0.070774092,0.142913078,High
0,0.2375,0.848739496,0.042650855,0.215494792,0.35971223,0.863087248,0.594339623,0.069735951,0.023492561,High
0,0.354166667,0.75210084,0.038946311,0.204427083,0.482014388,0.534228188,0.849056604,0.109049876,0.087314017,High
0,0.295833333,0.483193277,0.051112983,0.239583333,0.618705036,0.452348993,0.773584906,0.146355225,0.072435395,High
0,0.229166667,0.504201681,0.049406517,0.234375,0.568345324,0.344966443,0.839622642,0.15201986,0.10375881,Low
0,0.125,0.672268908,0.051901414,0.241536458,0.597122302,0.44295302,0.490566038,0.157458813,0.068519969,High
0,0.320833333,0.663865546,0.065088725,0.280598958,0.586330935,0.251006711,0.641509434,0.158858046,0.105716523,High
0,0.258333333,0.638655462,0.045388761,0.223307292,0.690647482,0.158389262,0.688679245,0.151726473,0.133516053,Low
0,0.6625,0.659663866,0.07294063,0.301432292,0.489208633,0.31409396,0.735849057,0.488287068,0.109240407,Low
0,0.575,0.718487395,0.129140611,0.42578125,0.489208633,0.767785235,0.613207547,0.285104942,0.085747847,Low
0.173913043,0.695833333,0.483193277,0.070758945,0.296223958,0.597122302,0.463087248,0.698113208,0.123899797,0.481989037,Low
0.05961725,0.7375,0.491596639,0.105655099,0.376302083,0.521582734,0.437583893,0.735849057,0.582983525,0.117854346,High
0.038539554,0.845833333,0.483193277,0.074555293,0.305338542,0.456834532,0.300671141,0.764150943,0.596863011,0.252545027,High
0.234941353,0.675,0.43697479,0.382653447,0.703776042,0.388489209,0.234899329,0.70754717,0.908553374,0.756068912,High
0.330628803,0.854166667,0.378151261,0.35875752,0.686197917,0.356115108,0.248322148,0.698113208,0.410088016,0.312451057,High
0.59529059,0.770833333,0.365546218,0.074560693,0.305338542,0.273381295,0.165100671,0.735849057,0.847415933,0.817149569,High
0.011288473,0.4875,0.31092437,0.158020931,0.474609375,0.449640288,0.139597315,0.688679245,0.794154818,0.014095536,High
0.598730047,0.908333333,0.327731092,0.227381222,0.565104167,0.35971223,0.122147651,0.603773585,0.51342812,1,High
0.04779963,0.616666667,0.462184874,0.067799631,0.288411458,0.18705036,0.123489933,0.688679245,0.115594674,0.056773688,Low
0.010582944,0.8375,0.172268908,0.018927734,0.138671875,0.273381295,0.102013423,0.367924528,0.108147145,0.098277212,Low
0.011994003,0.4625,0.210084034,0.014364557,0.117838542,0.241007194,0.099328859,0.745283019,0.108553374,0.007830854,High
0.08386983,0.7375,0.092436975,0.011723855,0.103515625,0.334532374,0.099328859,0.603773585,0.166463552,0.020360219,Low
0.009789223,0.295833333,0.096638655,0.032449859,0.184895833,0.366906475,0.089932886,0.764150943,0.053667344,0.00587314,Low
0.072404974,0.695833333,0.306722689,0.012965903,0.110677083,0.402877698,0.081879195,0.433962264,0.024012638,0.024667189,Low
0,0.354166667,0.407563025,0.007079675,0.07421875,0.244604317,0.08590604,0.5,0.03389754,0,High
0,0.25,0.365546218,0.011383642,0.1015625,0.503597122,0.13557047,0.358490566,0.066869781,0,High
0.017285475,0.458333333,0.457983193,0.011507847,0.102213542,0.510791367,0.127516779,0.556603774,0.204310539,0,High
0.050886322,0.341666667,0.609243697,0.020164382,0.143229167,0.528776978,0.182550336,0.226415094,0.076416159,0.375489428,High
0.123114913,0.3625,0.504201681,0.015509402,0.123046875,0.622302158,0.183892617,0.330188679,0.032543444,0.218872357,Low
0.012787724,0.295833333,0.512605042,0.020958213,0.146484375,0.54676259,0.477852349,0.198113208,0.021868653,0.029365701,Low
0,0.183333333,0.558823529,0.009417965,0.08984375,0.550359712,0.481879195,0.311320755,0.009839765,0,High
0,0.883333333,0.525210084,0.009774379,0.091796875,0.611510791,0.316778523,0.452830189,0.0211239,0.053249804,High
0.025575448,0.720833333,0.432773109,0.020596399,0.145182292,0.442446043,0.395973154,0.160377358,0.188332205,0.00587314,Low
0.086868331,0.375,0.483193277,0.035781788,0.1953125,0.532374101,0.260402685,0.301886792,0.259083728,0.051683634,Low
0.216068436,0.333333333,0.56302521,0.031936839,0.182942708,0.54676259,0.355704698,0.273584906,0.100586775,0.244714174,High
0.001234677,0.025,0.533613445,0.039842746,0.20703125,0.64028777,0.47114094,0.58490566,0.082825547,0.03954581,Low
0,0.066666667,0.470588235,0.026439426,0.165364583,0.435251799,0.322147651,0.179245283,0.071406003,0.176977291,Low
0.0691419,0.6,0.575630252,0.022994092,0.153645833,0.532374101,0.300671141,0.311320755,0.047167682,0.088097103,Low
0.000881912,0.395833333,0.516806723,0.033978118,0.189453125,0.543165468,0.253691275,0.377358491,0.0788761,0,Low
0.017020901,0.45,0.533613445,0.04046377,0.208984375,0.438848921,0.244295302,0.5,0.244707741,0.275254503,High
0,0.491666667,0.491596639,0.045583169,0.223958333,0.410071942,0.354362416,0.367924528,0.242586324,0.045027408,Low
0.001852015,0.3625,0.495798319,0.036381212,0.197265625,0.589928058,0.446979866,0.5,0.091108102,0.126076742,Low
0,0.166666667,0.428571429,0.021827647,0.149739583,0.532374101,0.326174497,0.481132075,0.138366057,0.131166797,Low
0.01984302,0.3,0.621848739,0.015034183,0.12109375,0.73381295,0.297986577,0.603773585,0.080230196,0.00587314,Low
0.02866214,0.441666667,0.432773109,0.012161272,0.106119792,0.478417266,0.206711409,0.70754717,0.129293613,0.03797964,Low
0.063144898,0.3875,0.726890756,0.022902289,0.153645833,0.794964029,0.234899329,0.79245283,0.096817874,0.086139389,Low
0.130170209,0.475,0.731092437,0.023550314,0.155598958,0.744604317,0.24295302,0.216981132,0.113902054,0.266249021,Low
0.007055296,0.570833333,0.718487395,0.033729709,0.188802083,0.791366906,0.303355705,0.481132075,0.104874746,0.031323414,High
0.122585766,0.575,0.806722689,0.031083606,0.180338542,0.690647482,0.351677852,0.783018868,0.076844956,0.119420517,Low
0.060851927,0.691666667,0.924369748,0.018317511,0.136067708,0.834532374,0.375838926,0.839622642,0.08083954,0.043069695,Low
0.011905812,0.6,0.924369748,0.024241541,0.158203125,0.654676259,0.383892617,0.877358491,0.102663056,0.001566171,Low
0.075844431,0.475,0.987394958,0.018096102,0.134765625,0.35971223,0.405369128,0.867924528,0.235928684,0.113547377,Low
0.02645736,0.466666667,0.932773109,0.017966497,0.134765625,0.838129496,0.398657718,0.320754717,0.211848341,0.068911511,Low
0.074080607,0.7,0.722689076,0.020304788,0.143880208,0.76618705,0.700671141,0.698113208,0.161633943,0.034847298,Low
0.03898051,0.604166667,1,0.028653512,0.172526042,1,0.581208054,0.660377358,0.066034755,0.05403289,Low
0.15010142,0.55,0.911764706,0.01108123,0.099609375,0.597122302,0.363758389,0.632075472,0.05098172,0.062646829,Low
0.016315372,0.583333333,0.991596639,0.018992537,0.138671875,0.81294964,0.794630872,0.764150943,0.037914692,0.029365701,Low
0.183878649,0.604166667,0.705882353,0.016837853,0.129557292,0.64028777,0.748993289,0.811320755,0.108530806,0.090054816,Low
0.062703942,0.545833333,0.987394958,0.042110834,0.214192708,0.528776978,0.967785235,0.679245283,0.080884676,0.207517619,Low
0.053973013,0.516666667,0.852941176,0.03736405,0.199869792,0.420863309,0.699328859,0.764150943,0.259693072,0.154267815,High
0.02134227,0.370833333,0.743697479,0.01648684,0.127604167,0.402877698,0.924832215,0.698113208,0.898623336,0.035238841,Low
0.156627569,0.9125,0.445378151,0.217185627,0.553385417,0.848920863,0.912751678,0.632075472,0.768607538,0.455755677,High
0.475526942,0.858333333,0.785714286,0.070089319,0.294270833,0.820143885,0.782550336,0.726415094,0.282238772,0.429913861,Low
0.141105918,0.841666667,0.861344538,0.026893043,0.166666667,0.669064748,0.33557047,0.745283019,0.082667569,0.317932655,Low
0.002733927,0.5375,0.609243697,0.013365519,0.112630208,0.658273381,0.212080537,0.716981132,0.396908147,0.01605325,Low
0.084046212,0.983333333,0.596638655,0.02782728,0.169921875,0.597122302,0.344966443,0.735849057,0.474994358,0.120595145,Low
0.134227004,0.9875,0.638655462,0.191275421,0.520833333,0.863309353,0.42147651,0.716981132,0.613992327,0.066170713,High
0.046564953,0.845833333,0.478991597,0.066476579,0.284505208,0.841726619,0.213422819,0.764150943,0.49882645,0.018010963,High
0.154863745,0.4875,0.983193277,0.036510817,0.197265625,0.607913669,0.122147651,0.556603774,0.196885579,0.210649961,Low
0.090043214,0.633333333,0.827731092,0.033951117,0.189453125,0.474820144,0.155704698,0.613207547,0.098578199,0.460845732,Low
0.041802628,0.716666667,0.558823529,0.018992537,0.138671875,0.45323741,0.139597315,0.603773585,0.031189348,0.050509005,Low
0.00291031,0.583333333,0.453781513,0.012928102,0.110026042,0.471223022,0.47114094,0.575471698,0.020243737,0.006264683,High
0.005467854,0.866666667,0.352941176,0.007490091,0.077473958,0.665467626,0.251006711,0.688679245,0.075987362,0,Low
0.024517153,0.933333333,0.542016807,0.009315361,0.089192708,0.607913669,0.15033557,0.70754717,0.035906116,0,Low
0.026545551,0.645833333,0.890756303,0.009250559,0.088541667,0.604316547,0.139597315,0.70754717,0.014533965,0.100626468,High
0.000352765,0.508333333,0.756302521,0.00592943,0.065755208,0.528776978,0.065771812,0.754716981,0.029045362,0.01018011,Low
0.008378164,0.1875,0.668067227,0.005756623,0.064453125,0.539568345,0.10738255,0.179245283,0.013631234,0.084964761,Low
0.000440956,0.4,0.642857143,0.003936753,0.048828125,0.399280576,0.432214765,0.471698113,0.004581359,0.003915427,Low
0.017109093,0.7625,0.483193277,0.002932314,0.0390625,0.510791367,0.508724832,0.367924528,0.003588355,0.163273297,High
0,0.458333333,0.378151261,0.003078119,0.040364583,0.485611511,0.339597315,0.726415094,0.004603927,0.000391543,Low
0.000352765,0.4,0.411764706,0.002440895,0.033203125,0.557553957,0.267114094,0.122641509,0.004017152,0.001566171,Low
0.027603845,0.3875,0.542016807,0.001846872,0.026692708,0.535971223,0.26442953,0.066037736,0.026765967,0.211433046,Low
0,0.545833333,0.462184874,0.003315729,0.042317708,0.532374101,0.205369128,0.443396226,0.029654705,0.003915427,Low
0.035893818,0.358333333,0.529411765,0.004271566,0.051432292,0.636690647,0.175838926,0.518867925,0.031708418,0.029365701,Low
0.002733927,0.270833333,0.571428571,0.005567616,0.0625,0.618705036,0.50738255,0.150943396,0.032611149,0.066170713,Low
0,0.758333333,0.600840336,0.004006955,0.049479167,0.615107914,0.522147651,0.424528302,0.030309185,0,Low
0,0.308333333,0.638655462,0.00437417,0.052734375,0.604316547,0.311409396,0.367924528,0.033626721,0.068519969,Low
0,0.575,0.508403361,0.004417371,0.052734375,0.510791367,0.395973154,0.169811321,0.034484315,0.007047768,Low
0.037128495,0.558333333,0.600840336,0.003294128,0.042317708,0.510791367,0.260402685,0.216981132,0.038298353,0.010963195,Low
0.015609842,0.3125,0.516806723,0.002451695,0.033854167,0.528776978,0.355704698,0.481132075,0.037869555,0.122161316,Low
0.010141988,0.2,0.537815126,0.00643165,0.069661458,0.618705036,0.291275168,0.471698113,0.051545926,0,Low
0.014992504,0.379166667,0.592436975,0.017804491,0.133463542,0.54676259,0.35033557,0.462264151,0.054908599,0.245888802,High
0.021165888,0.4875,0.584033613,0.00490879,0.057291667,0.557553957,0.302013423,0.386792453,0.062423832,0.033281128,Low
0.036422965,0.3375,0.5,0.003461534,0.044270833,0.571942446,0.244295302,0.462264151,0.064116452,0.041503524,High
0.001058294,0.2625,0.609243697,0.003240126,0.041666667,0.629496403,0.257718121,0.622641509,0.060167005,0.010571652,Low
0.001675633,0.291666667,0.634453782,0.010903023,0.098958333,0.298561151,0.327516779,0.613207547,0.065312571,0.027407987,Low
0.052032807,0.4375,0.575630252,0.031774833,0.182291667,0.413669065,0.49261745,0.622641509,0.061069736,0.056773688,Low
0.011905812,0.5125,0.218487395,0.003051118,0.039713542,0.557553957,0.481879195,0.594339623,0.068020763,0.229052467,Low
0.000440956,0.370833333,0.651260504,0.004109661,0.050130208,0.528776978,0.382550336,0.716981132,0.06192733,0.105716523,High
0,0.479166667,0.554621849,0.005346411,0.05859375,0.298561151,0.236241611,0.726415094,0.06037012,0,Low
0.033071699,0.3625,0.483193277,0.006583161,0.067057292,0.431654676,0.194630872,0.283018868,0.05502144,0.287783868,High
0.029191287,0.208333333,0.239495798,0.007819911,0.076171875,0.708633094,0.148993289,0.70754717,0.077995938,0.142913078,High
0.032630743,0.429166667,0.642857143,0.009056661,0.084635417,0.532374101,0.304697987,0.566037736,0.082757842,0.197729052,High
0.04638857,0.3375,0.663865546,0.010293411,0.093098958,0.363309353,0.244295302,0.801886792,0.094357933,0.084181676,High
0.045506658,0.458333333,0.470588235,0.011530161,0.1015625,0.392086331,0.426845638,0.830188679,0.096772738,0.121769773,Low
0.021165888,0.270833333,0.260504202,0.014283554,0.1171875,0.334532374,0.948993289,0.877358491,0.098984428,0.072435395,High
0.014110592,0.416666667,0.449579832,0.010190195,0.094401042,0.532374101,0.910067114,0.70754717,0.086188219,0.092012529,Low
0.04859335,0.433333333,0.331932773,0.012598689,0.108072917,0.474820144,0.567785235,0.70754717,0.110336267,0.051683634,Low
0.029985007,0.683333333,0.470588235,0.013516724,0.11328125,0.428057554,0.284563758,0.858490566,0.284021666,0.042286609,High
0.009701032,0.416666667,0.466386555,0.01907354,0.139322917,0.539568345,0.633557047,0.754716981,0.346919431,0.10532498,Low
0.082194197,0.6,0.596638655,0.043163875,0.216796875,0.320143885,0.693959732,0.698113208,0.23976529,0.269381363,High
0.074786136,0.6625,0.348739496,0.027346661,0.16796875,0.136690647,0.790604027,0.566037736,0.17352742,0.269381363,High
0.033600847,0.520833333,0.176470588,0.015028783,0.12109375,0.23381295,0.763758389,0.679245283,0.104671632,0.08339859,Low
0.042772731,0.466666667,0,0.011464645,0.102213542,0.327338129,0.425503356,0.660377358,0.332385466,0.019577134,Low
0.038363171,0.720833333,0.239495798,0.024689758,0.159505208,0.334532374,0.311409396,0.839622642,0.50717671,0.243539546,High
0.07875474,0.8625,0.462184874,0.080808735,0.3203125,0.21942446,0.159731544,0.773584906,0.54746107,0.417384495,High
0.053884822,0.708333333,0.151260504,0.041398006,0.212239583,0.334532374,0.112751678,0.70754717,0.251839314,0.357086922,High
0.016844519,0.320833333,0.176470588,0.028475305,0.171875,0.305755396,0.273825503,0.754716981,0.166847213,0.851996868,High
0,0.783333333,0.168067227,0.007085075,0.072265625,0.287769784,0.191946309,0.849056604,0.169826224,0,Low
0.000881912,0.870833333,0.147058824,0.006491052,0.06640625,0.190647482,0.09261745,0.716981132,0.263552246,0.453406421,Low
0.000440956,0.854166667,0.134453782,0.007436089,0.069661458,0.478417266,0.146308725,0.726415094,0.149176258,0.057556774,Low
0.000440956,0.883333333,0.071428571,0.003774746,0.044921875,0.489208633,0.09261745,0.745283019,0.052742045,0.124119029,High
0,0.520833333,0.68487395,0.00153366,0.022135417,0.435251799,0.028187919,0.70754717,0.054163846,0,Low
0,0.729166667,0.306722689,0.001360853,0.01953125,0.377697842,0.02147651,0.490566038,0.034281201,0.005481597,Low
0,0.654166667,0.634453782,0.001868472,0.020833333,0.40647482,0.026845638,0.764150943,0.020672534,0.000783085,Low
0.000881912,0.516666667,0.386554622,0.001744268,0.020833333,0.392086331,0.028187919,0.452830189,0.014488829,0.046985121,Low
0,0.3125,0.378151261,4.32E-05,0,0.345323741,0.12885906,0.41509434,0.007199278,0,Low
0,0.233333333,0.222689076,0.00024841,0.004557292,0.341726619,0.138255034,0.679245283,0.00417513,0,Low
0,0.320833333,0.327731092,0.000626424,0.009765625,0.402877698,0.138255034,0.70754717,0.002256827,0,Low
0,0.3875,0.441176471,6.48E-05,0.000651042,0.352517986,0.147651007,0.320754717,0.012435116,0,Low
0,0.245833333,0.369747899,0.004681982,0.034505208,0.352517986,0.142281879,0.160377358,0.036605732,0.001566171,Low
0,0.183333333,0.512605042,0.004730584,0.051432292,0.424460432,0.155704698,0.339622642,0.005010156,0.004306969,Low
0,0.179166667,0.386554622,0.000226809,0.00390625,0.40647482,0.158389262,0.622641509,0.003182126,0,Low
0.018079196,0.175,0.432773109,0.001123244,0.018880208,0.370503597,0.166442953,0.424528302,0.001466937,0,Low
0,0.0875,0.420168067,0,0.00390625,0.395683453,0.158389262,0.216981132,0.009095012,0.00587314,Low
0.007496252,0.320833333,0.714285714,0.001830671,0.03125,0.478417266,0.209395973,0.141509434,0.005461521,0.043069695,Low
0.00661434,0.008333333,0.411764706,0.00130145,0.017578125,0.395683453,0.194630872,0.056603774,0.019002483,0.001957713,Low
0.005291472,0.183333333,0.378151261,0.001587662,0.021484375,0.54676259,0.228187919,0.547169811,0.070886933,0.001174628,Low
0.041008907,0.183333333,0.474789916,0.00824612,0.093098958,0.449640288,0.224161074,0.424528302,0.073053487,0.027407987,High
0.069671047,0.1875,0.43697479,0.007198479,0.060546875,0.525179856,0.220134228,0.160377358,0.115459264,0.045810493,Low
0.006702531,0.095833333,0.420168067,0.011281038,0.099609375,0.388489209,0.229530201,0.481132075,0.192394493,0.013703994,Low
0.039245083,0.154166667,0.432773109,0.006885267,0.080729167,0.431654676,0.236241611,0.528301887,0.106838186,0.192247455,Low
0.033071699,0.291666667,0.365546218,0.003952953,0.047526042,0.35971223,0.236241611,0.264150943,0.060911758,0.198512138,Low
0.015874416,0.275,0.399159664,0.004881789,0.05078125,0.521582734,0.225503356,0.613207547,0.057165425,0.144870791,Low
0.044536555,0.354166667,0.43697479,0.001738867,0.022786458,0.384892086,0.218791946,0.556603774,0.072376439,0.067345341,High
0.010582944,0.6,0.525210084,0.002349091,0.031901042,0.456834532,0.208053691,0.641509434,0.06310088,0,High
0.009260076,0.395833333,0.294117647,0.003337329,0.042317708,0.553956835,0.241610738,0.650943396,0.054615211,0.113547377,Low
0.011905812,0.516666667,0.659663866,0.00284051,0.037760417,0.388489209,0.263087248,0.70754717,0.033401038,0.0321065,Low
0.003527648,0.516666667,0.701680672,0.003580339,0.044921875,0.654676259,0.283221477,0.754716981,0.005551794,0.012529366,Low
0,0.529166667,0.327731092,0.000194408,0.003255208,0.647482014,0.287248322,0.830188679,0.068900925,0.019577134,Low
0.025222683,0.258333333,0.516806723,0.004714383,0.055338542,0.669064748,0.275167785,0.537735849,0.1741819,0.196162882,Low
0.044977511,0.45,0.798319328,0.018333711,0.134765625,0.59352518,0.267114094,0.783018868,0.142834575,0.036413469,Low
0.049739836,0.391666667,0.87394958,0.012965903,0.108723958,0.381294964,0.318120805,0.811320755,0.047054841,0.013703994,High
0.030866919,0.316666667,0.735294118,0.001371653,0.020833333,0.460431655,0.538255034,0.933962264,0.207808621,0.050900548,Low
0.01763824,0.295833333,0.453781513,0.005540615,0.061848958,0.730215827,0.595973154,0.867924528,0.065763936,0.082615505,Low
0.02575183,0.5625,0.777310924,0.008062513,0.080078125,0.805755396,0.53557047,0.981132075,0.059941323,0.10375881,Low
0.018696534,0.420833333,0.865546218,0.002808109,0.037760417,0.517985612,0.395973154,0.924528302,0.063597382,0.107282694,Low
0.033336273,0.3125,0.878151261,0.002943114,0.0390625,0.539568345,0.332885906,0.877358491,0.104491086,0.050900548,Low
0.059970015,0.379166667,0.903361345,0.006345246,0.068359375,0.478417266,0.571812081,0.754716981,0.088219364,0.001174628,Low
0.003968604,0.4,0.407563025,0.016513841,0.127604167,0.647482014,0.679194631,0.764150943,0.113179869,0.025450274,Low
0.018079196,0.475,0.75210084,0.007068874,0.073567708,0.589928058,0.753020134,0.716981132,0.062830061,0.110023493,Low
0.019754828,0.591666667,0.848739496,0.020898811,0.145182292,0.284172662,0.524832215,0.801886792,0.268359287,0.027407987,Low
0.016756328,0.475,0.768907563,0.031796434,0.182291667,0.553956835,0.397315436,0.679245283,0.247257955,0.223179327,Low
0.022488756,0.6125,0.361344538,0.016346434,0.126953125,0.40647482,0.401342282,0.764150943,0.161588806,0.138997651,High
0.011905812,0.579166667,0.773109244,0.014072946,0.115885417,0.35971223,0.512751678,0.754716981,0.886865267,0.198120595,Low
0.026369168,0.729166667,0.331932773,0.126489108,0.418619792,0.384892086,0.373154362,0.820754717,0.964951478,0.238841034,High
0.226210424,0.558333333,0.331932773,0.225474948,0.561848958,0.258992806,0.198657718,0.58490566,0.35906116,0.487470634,Low
0.053796631,0.379166667,0.281512605,0.017955697,0.134114583,0.248201439,0.202684564,0.613207547,0.995599188,0.106891151,High
0.012258577,0.841666667,0.260504202,0.015005069,0.118178216,0.223021583,0.15033557,0.830188679,0.524734823,0.012137823,Low
0.107681453,0.383333333,0.197478992,0.011770578,0.100345335,0.208633094,0.104697987,0.650943396,0.096863011,0.085356304,Low
0,0.783333333,0.18907563,0.008536088,0.083984375,0.363309353,0.077852349,0.698113208,0.054728052,0.001566171,Low
0.002469354,0.558333333,0.176470588,0.00695007,0.073567708,0.302158273,0.041610738,0.698113208,0.037576168,0.01018011,Low
0.000881912,0.279166667,0.483193277,0.004503775,0.053385417,0.212230216,0.022818792,0.811320755,0.076867524,0.001957713,Low
0.011553047,0.491666667,0.340336134,0.006113037,0.067057292,0.136690647,0.009395973,0.79245283,0.014014895,0.022709475,Low
0.003880413,0.366666667,0.176470588,0.006361447,0.068359375,0.151079137,0.067114094,0.735849057,0.012751072,0,Low
0.008642737,0.195833333,0.025210084,0.003731545,0.046875,0.194244604,0.15033557,0.537735849,0.25436696,0.074001566,Low
0.003174883,0.345833333,0.197478992,0.026682435,0.166015625,0.288968825,0.028187919,0.537735849,0.051410517,0.021534847,Low
0.048240586,0.554166667,0.050420168,0.008958948,0.087239583,0.309352518,0.016107383,0.754716981,0.034281201,0.092012529,Low
0.00590881,0.3125,0.193277311,0.012928102,0.110026042,0.424460432,0,0.443396226,0.01108102,0.032498042,Low
8.82E-05,0.354166667,0.147058824,0.00902375,0.087239583,0.28057554,0.051006711,0.575471698,0.007628075,0,Low
0.002645736,0.291666667,0.340336134,0.00747389,0.076822917,0.388489209,0.030872483,0.311320755,0.003317536,0,Low
0,0.345833333,0.218487395,0.006075236,0.06640625,0.323741007,0.096644295,0.575471698,0.013653803,0.007830854,Low
0,0.383333333,0.550420168,0.005778224,0.064453125,0.352517986,0.238926174,0.566037736,0.004310539,0,Low
0.000440956,0.225,0.390756303,0.004708983,0.055338542,0.449640288,0.241610738,0.518867925,0.001489506,0,Low
0.006437957,0.383333333,0.542016807,0.00436877,0.052734375,0.316546763,0.316778523,0.330188679,0,0.062646829,Low
0,0.2375,0.415966387,0.005032995,0.057942708,0.352517986,0.430872483,0.169811321,0.000451365,0.00587314,Low
0,0.079166667,0.390756303,0.004989794,0.057942708,0.363309353,0.306040268,0.273584906,0.002189122,0.014095536,Low
0.008907311,0.275,0.294117647,0.009579972,0.091145833,0.334532374,0.217449664,0.386792453,0.011103588,0.158183242,Low
0.01763824,0.5375,0.533613445,0.015034183,0.120442708,0.14028777,0.209395973,0.367924528,0.005461521,0.299138606,Low
0.01543346,0.2125,0.340336134,0.018236508,0.135416667,0.23381295,0.240268456,0.518867925,0.029496728,0,Low
0.037922215,0.008333333,0.226890756,0.014899178,0.119140625,0.348920863,0.22147651,0.509433962,0.024418867,0,Low
0.014110592,0.85,0.231092437,0.013246714,0.111979167,0.255395683,0.202684564,0.537735849,0.100203114,0.021534847,Low
0.081753241,0.820833333,0.487394958,0.017556081,0.1328125,0.374100719,0.147651007,0.471698113,0.121823516,0.01174628,Low
0.031748831,0.3,0.378151261,0.015757811,0.123697917,0.417266187,0.032214765,0.547169811,0.060054164,0.214565388,Low
0.01984302,0.3625,0.25210084,0.010687015,0.09765625,0.431654676,0.234899329,0.481132075,0.060054164,0.060689115,Low
0.101860834,0.154166667,0.382352941,0.010487207,0.096354167,0.45323741,0.408053691,0.433962264,0.060054164,0.279953015,Low
0.028221184,0.383333333,0.352941176,0.008375725,0.080729167,0.532374101,0.362416107,0.330188679,0.060054164,0.027407987,Low
0.030249581,0.445833333,0.441176471,0.011432244,0.098307292,0.431654676,0.183892617,0.462264151,0.060054164,0.017619421,Low
0.060851927,0.416666667,0.605042017,0.058192658,0.260416667,0.460431655,0.44966443,0.547169811,0.060054164,0.017619421,Low
0.005379663,0.425,0.407563025,0.020807007,0.143880208,0.45323741,0.228187919,0.594339623,0.060054164,0.017619421,Low
0,0.504166667,0.567226891,0.025278381,0.160807292,0.464028777,0.214765101,0.773584906,0.060054164,0.017619421,Low
0,0.408333333,0.546218487,0.006669259,0.070963542,0.535971223,0.224161074,0.70754717,0.060054164,0.017619421,Low
0,0.495833333,0.672268908,0.013111709,0.111328125,0.582733813,0.299328859,0.650943396,0.060054164,0.017619421,Low
0,0.366666667,0.474789916,0.026326021,0.162760417,0.629496403,0.272483221,0.386792453,0.060054164,0.017619421,Low
