WLmean_5721442,RHmean_GK48617,SFmean_5721442,RFmean_5920012,TXmean_GK48617,SFmean_6019411,RFmean_6121001,TNmean_KB48615,TMmean_GK48617,RHmean_KB48615,Cases
0.14357625,0.355271176,0.020770652,0,0.480263158,0.031081393,0,0.80875576,0.640703518,0.230122818,Low
0.133851962,0.164533821,0.018468701,0.007920608,0.546052632,0.027031218,0,0.69124424,0.570351759,0.250808016,High
0.12939023,0.28702011,0.017508277,0.008619485,0.371710526,0.025949248,0.017125731,0.875576037,0.592964824,0.164835165,Low
0.125157305,0.698354662,0.016584429,0,0.333881579,0.021747598,0.009276438,0.80875576,0.341708543,0.146089205,Low
0.122754834,0.503351615,0.016088878,0.006056935,0.409539474,0.020737759,0,0.790322581,0.635678392,0.21719457,Low
0.120466766,0.408287629,0.01567356,0,0.483552632,0.020763005,0,0.66359447,0.582914573,0.250808016,High
0.120695573,0.548446069,0.0156712,0,0.327302632,0.018339392,0,0.774193548,0.587939698,0.19844861,Low
0.113259352,0.574649604,0.014206966,0.001164795,0.378289474,0.017033815,0,0.790322581,0.613065327,0.180349063,Low
0.126987759,0.45155393,0.017011546,0.016074174,0.393092105,0.016958077,0,0.735023041,0.555276382,0.020038785,Low
0.146436335,0.391224863,0.021541115,0.017238969,0.527960526,0.022328255,0.002140716,0.928571429,0.638190955,0.06981254,Low
0.124814094,0.648385131,0.01657617,0.017471928,0.463815789,0.024690557,0.091337234,0.638248848,0.552763819,0.073691015,Low
0.179956527,0.422912858,0.030922361,0.043330383,0.529605263,0.032188609,0.048522906,0.732718894,0.515075377,0.009696186,High
0.159935934,0.494210847,0.024877823,0.032148348,0.412828947,0.041223059,0.017839304,0.748847926,0.595477387,0.089851325,Low
0.20912939,0.507007922,0.041267571,0.089922192,0.348684211,0.165065351,0.077065791,0.619815668,0.530150754,0.029088559,High
0.184303855,0.496039001,0.032194275,0.009318362,0.266447368,0.128148533,0.046382189,0.615207373,0.575376884,0.016806723,High
0.163253632,0.452163315,0.025978654,0.022364068,0.425986842,0.084887764,0.063507921,0.552995392,0.301507538,0.281189399,High
0.150554856,0.516758074,0.022467323,0.033779062,0.396381579,0.094838282,0.01998002,0.668202765,0.396984925,0.285714286,High
0.162338405,0.524680073,0.025858306,0.059870475,0.462171053,0.074655934,0.004281433,0.649769585,0.492462312,0.113768584,Low
0.180528544,0.533211456,0.031147719,0.078973117,0.560855263,0.111893736,0.097759383,0.640552995,0.386934673,0.085972851,High
0.21519277,0.417428397,0.04349047,0.141406141,0.631578947,0.159763698,0.003567861,0.705069124,0.326633166,0.283128636,High
0.151927697,0.558805606,0.022851965,0.051483949,0.643092105,0.081995297,0.141429999,0.615207373,0.351758794,0.336780866,High
0.17366434,0.521023766,0.029274065,0.082700461,0.618421053,0.094362215,0,0.700460829,0.497487437,0.315449257,High
0.156275026,0.778793418,0.023874923,0.04146671,0.756578947,0.05985819,0.211930926,0.608294931,0.311557789,0.376212023,High
0.169545819,0.722120658,0.027605712,0.091552905,0.930921053,0.068344442,0,0.688940092,0.409547739,0.298642534,High
0.23109484,0.677635588,0.049480734,0.133159391,0.876644737,0.119647855,0.074211503,0.675115207,0.43718593,0.218487395,High
0.274796934,0.797684339,0.067283981,0.103107674,0.891447368,0.154404339,0.043527901,0.725806452,0.510050251,0.287653523,High
0.249742592,0.853747715,0.056713414,0,0.911184211,0.094748117,0.184101613,0.797235023,0.429648241,0.148674855,Low
0.252488274,0.761730652,0.058116294,0,0.995065789,0.076751349,0.072070786,0.488479263,0.505025126,0.305106658,Low
0.220912939,0.687995125,0.045426657,0,0.791118421,0.049207998,0.047095761,0.592165899,0.474874372,0.187459599,High
0.232696488,0.629494211,0.050044718,0,0.822368421,0.066461814,0.004995005,0.652073733,0.422110553,0.340659341,High
0.222857797,0.660572821,0.046174703,0,0.766447368,0.060474913,0.14471243,0.656682028,0.346733668,0.18487395,High
0.239903901,0.444241316,0.053158428,0,0.805921053,0.070901497,0.089196518,0.599078341,0.467336683,0.2760181,High
0.237615833,0.494210847,0.052143729,0,0.629934211,0.102920598,0.089196518,0.652073733,0.391959799,0.269553975,Low
0.263356595,0.647166362,0.062517256,0,0.646381579,0.138722987,0.046382189,0.702764977,0.459798995,0.230122818,High
0.298478435,0.591102986,0.077565478,0,0.684210526,0.141150206,0.10118453,0.516129032,0.567839196,0.119586296,High
0.264729436,0.646556977,0.062969151,0,0.699013158,0.147584322,0.142714428,0.603686636,0.560301508,0.397543633,Low
0.300423293,0.670932358,0.078472807,0,0.654605263,0.124397703,0.107606679,0.758064516,0.665829146,0.30833872,Low
0.351218396,0.702620353,0.103836742,0.187858175,0.636513158,0.2719135,0.039389182,0.658986175,0.655778894,0.566903685,Low
0.334515502,0.447288239,0.093137567,0.046219075,0.641447368,0.228183877,0.588411588,0.656682028,0.748743719,0.478345184,Low
0.331197803,0.460694698,0.093653176,0.020826539,0.703947368,0.08827433,0.042957043,0.718894009,0.914572864,0.657401422,High
0.332913854,0.521633151,0.092590102,0.3270745,0.677631579,0.478039615,0.051519909,0.82718894,0.909547739,0.683257919,High
0.399496625,0.463741621,0.158510139,0.211806364,0.708881579,0.405511555,0.678749822,0.739631336,0.932160804,0.733031674,High
0.622812035,0.383302864,0.309011235,0.592228486,0.682565789,0.879479356,0.252033681,0.811059908,0.964824121,0.588881707,High
0.330168173,0.361365021,0.091366564,0.005963752,0.652960526,0.22193009,0.534608249,0.732718894,1,0.910795087,High
0.390001144,0.294332724,0.12515014,0.663234403,0.652960526,0.41400502,0.008991009,0.592165899,0.886934673,0.63800905,High
0.624756893,0.297989031,0.28415229,0.088757396,0.648026316,0.762413803,0.829313544,0.707373272,0.728643216,0.394957983,High
0.24459444,0.374162096,0.055474537,0.006988771,0.620065789,0.264483972,0.018410161,0.677419355,0.708542714,0.767291532,Low
0.149982839,0.223034735,0.022519238,0.006988771,0.773026316,0.087466459,0.103896104,0.566820276,0.72361809,0.586942469,Low
0.135110399,0.229737964,0.018790809,0.054978335,0.613486842,0.06501558,0.008848295,0.633640553,0.530150754,0.822236587,High
0.117377874,0.146252285,0.015081259,0.006056935,0.769736842,0.066685421,0.023547881,0.781105991,0.555276382,0.501616031,Low
0.190252831,0.12675198,0.034733382,0.089689233,0.542763158,0.1213754,0.001998002,0.829493088,0.706030151,0.722042663,Low
0.118865118,0.252894577,0.015423424,0,0.458881579,0.042312242,0.033537891,0.967741935,0.615577889,0.347769877,Low
0.089921062,0.391224863,0.01004552,0,0.432565789,0.023002683,0,0.944700461,0.592964824,0.508080155,High
0.1013614,0.291285801,0.012234202,0.009318362,0.485197368,0.023063995,0,1,0.520100503,0.225597931,High
0.10708157,0.300426569,0.013213504,0.038531426,0.402960526,0.029011224,0,0.988479263,0.487437186,0.137039431,High
0.148495595,0.525289458,0.022623068,0.139262918,0.503289474,0.128606567,0.130298273,1,0.640703518,0.482223659,High
0.13579682,0.503351615,0.018971331,0.006755812,0.100328947,0.056507689,0.284429856,0.857142857,0.505025126,0.365869425,Low
0.118865118,0.503351615,0.015986228,0,0.375,0.026930235,0.001427144,0.705069124,0.695979899,0.319974144,Low
0.104450292,0.56733699,0.012594066,0,0.546052632,0.018389884,0,0.764976959,0.467336683,0.343891403,High
0.092209129,0.519195612,0.010493875,0.022131109,0.243421053,0.008965925,0,0.723502304,0.572864322,0.209437621,High
0.128932616,0.488726386,0.018164292,0.069188837,0.241776316,0.012547246,0.000713572,0.603686636,0.557788945,0.682611506,Low
0.161766388,0.521633151,0.027057066,0.183198994,0.207236842,0.120383594,0,0.605990783,0.542713568,0.681965094,Low
0.212332685,0.370505789,0.042107648,0.003121651,0.495065789,0.185810323,0,0.751152074,0.527638191,0.377504848,High
0.192769706,0.525898842,0.035481427,0,0.1875,0.09165729,0,0.709677419,0.67839196,0.21978022,Low
0.177096442,0.501523461,0.030253368,0.037925733,0.238486842,0.070511988,0,0.721198157,0.432160804,0.060116354,Low
0.164740876,0.622790981,0.026297222,0.000698877,0.399671053,0.059656222,0.004281433,0.725806452,0.600502513,0.073044602,Low
0.195744194,0.424741011,0.036512645,0.014955971,0.463815789,0.037144032,0.004995005,0.631336406,0.414572864,0.340012928,Low
0.181672578,0.492992078,0.032922262,0,0.310855263,0.045706022,0.085628657,0.693548387,0.454773869,0.379444085,High
0.24390802,0.506398537,0.054569567,0.001164795,0.424342105,0.205916934,0.050663622,0.596774194,0.404522613,0.343891403,Low
0.214163139,0.457038391,0.043097569,0,0.335526316,0.165945353,0.144855145,0.778801843,0.384422111,0.381383323,Low
0.172177096,0.375380865,0.02842455,0.018403765,0.452302632,0.05357555,0.177679463,0.665898618,0.381909548,0.355526826,Low
0.133966365,0.541133455,0.018627985,0.032101757,0.610197368,0.090604172,0.038532896,0.631336406,0.512562814,0.21978022,Low
0.125614918,0.450335161,0.016714216,0.07366165,0.690789474,0.074655934,0.020122734,0.562211982,0.158291457,0.279250162,Low
0.162452809,0.7519805,0.025975114,0.175418161,0.429276316,0.115208171,0.09476238,0.603686636,0.41959799,0.313510019,Low
0.1587919,0.653260207,0.025132678,0.007687649,0.453947368,0.067244439,0.149136578,0.642857143,0.479899497,0.284421461,Low
0.158563093,0.768433882,0.025861845,0.147928994,0.675986842,0.073047405,0.017125731,0.705069124,0.25879397,0.463477699,High
0.198718682,0.792809262,0.037422334,0.062433024,0.764802632,0.1057229,0.048951049,0.50921659,0.213567839,0.536522301,Low
0.163711246,0.812309567,0.025901961,0.011135442,0.774671053,0.069585101,0.100470958,0.686635945,0.253768844,0.558500323,Low
0.170346642,0.712370506,0.028154357,0.068070633,0.827302632,0.07552151,0.021978022,0.619815668,0.439698492,0.57918552,Low
0.126758952,0.990249848,0.01757317,0.0244607,0.615131579,0.078114631,0.096332239,0.68202765,0.16080402,0.478991597,Low
0.124470884,0.77757465,0.017234544,0.098914411,0.731907895,0.17026602,0.038818325,0.64516129,0.286432161,0.519069166,Low
0.144720284,0.489945155,0.021617808,0.057307925,0.689144737,0.171077498,0.024832311,0.585253456,0.336683417,0.48804137,Low
0.160851161,0.939061548,0.025997532,0.108325956,0.661184211,0.128711157,0.027115741,0.64516129,0.399497487,0.528765352,Low
0.106166343,0.854966484,0.012944491,0.008852444,0.730263158,0.047967339,0.057085771,0.711981567,0.329145729,0.442146089,Low
0.112916142,1,0.014783928,0.097796207,0.763157895,0.042406013,0.020693592,0.559907834,0.381909548,0.526826115,Low
0.136025626,0.704448507,0.019407888,0.071565019,0.664473684,0.030284342,0.093763379,0.67281106,0.409547739,0.497091144,Low
0.199748313,0.947592931,0.038300167,0.049946419,0.692434211,0.08164546,0.310118453,0.592165899,0.376884422,0.564318035,Low
0.199633909,0.712370506,0.037801077,0.011974095,0.636513158,0.069588707,0.119166548,0.564516129,0.537688442,0.538461538,High
0.134881592,0.648385131,0.018858062,0.132693472,0.644736842,0.120679333,0,0.50921659,0.650753769,0.546218487,Low
0.44525798,0.378427788,0.159228687,1,0.680921053,0.88776364,0,0.573732719,0.381909548,0.406593407,High
0.323075163,0.536258379,0.088209198,0.123188743,0.679276316,0.55611818,0,0.642857143,0.404522613,0.643180349,Low
0.169545819,0.813528336,0.028009231,0.001444346,0.648026316,0.188425084,0,0.502304147,0.695979899,0.809308339,Low
0.134995996,0.725167581,0.018755413,0.063691003,0.629934211,0.064413284,0.002711574,0.753456221,0.773869347,0.79638009,Low
0.168516188,0.6496039,0.02781927,0.093602945,0.634868421,0.164931908,0.08120451,0.511520737,0.809045226,0.555914674,Low
0.451435762,0.672760512,0.163240288,0.063318269,0.667763158,0.419692576,0.059083773,0.571428571,0.851758794,0.842921784,High
0.269419975,0.517367459,0.065422127,0.120998928,0.634868421,0.353476009,0.012844299,0.702764977,0.600502513,1,High
0.204324448,0.858622791,0.039338463,0.087639193,0.65625,0.26589414,0.193378051,0.679723502,0.673366834,0.862960569,Low
0.199748313,0.84765387,0.037847092,0.072729814,0.626644737,0.173205372,0.250035679,0.723502304,0.695979899,0.561732385,Low
0.162796019,0.589274832,0.025619969,0.003168243,0.574013158,0.061434259,0.053232482,0.412442396,0.625628141,0.375565611,Low
0.122068413,0.488726386,0.016021625,0.002888692,0.649671053,0.026501053,0.007849294,0.564516129,0.703517588,0.613445378,High
0.097586089,0.359536868,0.011315073,0.016307133,0.611842105,0.017589226,0.002140716,0.723502304,0.713567839,0.548157725,Low
0.09289555,0.422912858,0.010591805,0.026603923,0.610197368,0.026555152,0.001427144,0.629032258,0.520100503,0.736910149,Low
0.087976204,0.685557587,0.009794205,0.000232959,0.723684211,0.019500707,0.065648637,0.658986175,0.507537688,0.764705882,High
0.078480723,0.707495429,0.008267437,0.004426222,0.427631579,0.011948556,0.006422149,0.797235023,0.557788945,0.753716871,Low
0.067269191,0.645947593,0.006698193,0.000232959,0.393092105,0.015302663,0.018552876,0.794930876,0.540201005,0.482870071,Low
0.053883995,0.594759293,0.004949607,0.011647952,0.447368421,0.008338383,0.000713572,0.776497696,0.655778894,0.187459599,Low
0.047134195,0.51614869,0.004162626,0,0.621710526,0.004594766,0.052090766,0.882488479,0.600502513,0.397543633,High
0.046562178,0.399146861,0.004100092,0.000186367,0.212171053,0.003530829,0.001427144,0.783410138,0.577889447,0.479638009,Low
0.042100446,0.404021938,0.00361752,0.020127662,0,0.004075421,0.000713572,0.677419355,0.545226131,0.502262443,Low
0.034893033,0.505789153,0.002880093,0,0.379934211,0.00289968,0.073640645,0.806451613,0.512562814,0.387847447,Low
0.044617321,0.478976234,0.003931369,0.043936076,0.458881579,0.01783808,0,0.675115207,0.5,0.427925016,Low
0.052625558,0.510054844,0.004890613,0.001444346,0.09375,0.030800081,0.014985015,0.714285714,0.550251256,0.460892049,Low
0.051252717,0.555149299,0.004780884,0,0.320723684,0.031110246,0.05994006,0.732718894,0.603015075,0.423400129,Low
0.04999428,0.600243754,0.004564966,0,0.286184211,0.035254191,0.001427144,0.520737327,0.412060302,0.30833872,Low
0.0574305,0.63741621,0.00542392,0,0.203947368,0.03105254,0.00999001,0.511520737,0.467336683,0.603749192,Low
0.058688937,0.52833638,0.005571405,0.032381307,0.166118421,0.031892871,0.002426145,0.548387097,0.575376884,0.378151261,Low
0.048392632,0.538086532,0.00432073,0.008386526,0.358552632,0.035961078,0.041101755,0.578341014,0.537688442,0.476405947,Low
0.040613202,0.447288239,0.003465315,0.005823976,0.40625,0.037396492,0.064935065,0.721198157,0.56281407,0.440853264,Low
0.051824734,0.489335771,0.004949607,0.022829986,0.327302632,0.035086485,0.000713572,0.709677419,0.713567839,0.338073691,Low
0.112458529,0.501523461,0.014776849,0.033080185,0.414473684,0.052684728,0.031397174,0.723502304,0.442211055,0.23852618,High
0.065896351,0.569774527,0.006498793,0.031216512,0.430921053,0.053557518,0.042100756,0.576036866,0.329145729,0.334841629,Low
0.054570415,0.515539305,0.005039278,0.000931836,0.550986842,0.063327707,0.145854146,0.615207373,0.361809045,0.317388494,High
0.048735843,0.551492992,0.004365565,0.000931836,0.519736842,0.066656568,0.001141715,0.51843318,0.605527638,0.310277957,Low
0.081569614,0.56733699,0.009259718,0.065694451,0.550986842,0.055411293,0.005708577,0.543778802,0.281407035,0.257918552,Low
0.130648667,0.589274832,0.020234985,0.01211387,0.541118421,0.06537263,0.058512916,0.688940092,0.087939698,0.301874596,Low
0.049536666,0.263254113,0.004452877,0.000232959,0.583881579,0.064499841,0.019266448,0.502304147,0.326633166,0.409825469,Low
0.063036266,0.438756855,0.005906581,0,0.603618421,0.07166609,0.034965035,0.543778802,0.371859296,0.433742728,High
0.073675781,0.563680682,0.007798089,0.034710898,0.480263158,0.064232955,0.000713572,0.610599078,0.120603015,0.266968326,Low
0.084315296,0.497257769,0.009689596,0.026091413,0.638157895,0.063349346,0.092764378,0.569124424,0.371859296,0.283128636,High
0.094840407,0.282754418,0.011581104,0.056562456,0.65625,0.056284082,0.061367204,0.612903226,0.311557789,0.405946994,High
0.105365519,0.547227301,0.013472611,0.059870475,0.720394737,0.070923137,0.136292279,0.732718894,0.190954774,0.216548158,High
0.116005034,0.722120658,0.015364119,0.040534874,0.776315789,0.084393664,0.132010846,0.566820276,0.123115578,0.449903038,High
0.126644549,0.511882998,0.017255626,0.018403765,0.794407895,0.095350414,0.128442986,0.548387097,0.316582915,0.2708468,Low
0.135224803,0.26691042,0.018867145,0.019521968,0.713815789,0.095584841,0.007849294,0.548387097,0.409547739,0.438914027,High
0.098272509,0.422912858,0.011687916,0.04454177,0.764802632,0.08729695,0.05994006,0.67281106,0.158291457,0.271493213,Low
0.108340007,0.31261426,0.013493137,0.029119881,0.840460526,0.07443954,0.160411018,0.578341014,0.304020101,0.416289593,Low
0.109255234,0.433272395,0.013681918,0.011880911,0.792763158,0.073757898,0.053660625,0.506912442,0.389447236,0.440853264,High
0.106967166,0.42047532,0.013628823,0.084005032,0.661184211,0.116849159,0.031825318,0.539170507,0.484924623,0.582417582,Low
0.198146665,0.476538696,0.037886028,0.094860923,0.585526316,0.34247598,0.261310118,0.423963134,0.552763819,0.398190045,High
0.139457728,0.441194394,0.020665643,0.030890369,0.662828947,0.153041057,0.365491651,0.516129032,0.542713568,0.499030381,High
0.12229722,0.256550883,0.016359071,0.036527978,0.707236842,0.120639661,0.154274297,0.642857143,0.492462312,0.614738203,Low
0.101819014,0,0.012228303,0.030936961,0.743421053,0.080797917,0.004281433,0.69124424,0.575376884,0.444731739,Low
0.166800137,0.188299817,0.027104261,0.094814332,0.664473684,0.225457313,0.165406023,0.440092166,0.547738693,0.501616031,High
0.264615033,0.262035344,0.065975491,0.105670223,0.695723684,0.367779653,0.341943771,0.394009217,0.505025126,0.611506141,High
0.214048736,0.227300427,0.04358958,0.009131995,0.659539474,0.391110534,0.432852861,0.566820276,0.665829146,0.810601164,High
0.138542501,0.179768434,0.02068924,0,0.807565789,0.16174731,0.359354931,0.661290323,0.592964824,0.627666451,High
0.086603363,0.207190737,0.009938151,0.000698877,0.639802632,0.139498399,0.002140716,0.244239631,0.665829146,0.384615385,Low
0.08008237,0.206581353,0.008963568,0.000232959,0.6875,0.17209455,0.199514771,0.366359447,0.716080402,0.57918552,Low
0.073446974,0.17245582,0.007879256,0.000232959,0.679276316,0.217883522,0.065077779,0.677419355,0.783919598,0.829347123,Low
0.046562178,0.110907983,0.004369105,0,0.626644737,0.106660608,0.131297274,0.582949309,0.688442211,0.760180995,High
0.031575335,0.554539915,0.002653556,0,0.491776316,0.050448657,0.002140716,0.751152074,0.706030151,0.764705882,Low
0.021736643,0.379646557,0.001768644,0,0.680921053,0.039690268,0.035678607,0.658986175,0.798994975,0.494505495,Low
0.018990962,0.449116393,0.001516149,0.000465918,0.616776316,0.028664993,0.000285429,0.615207373,0.738693467,0.541693601,Low
0.017961332,0.393053016,0.001466594,0,0.462171053,0.021019072,0.043242472,0.64516129,0.587939698,0.442792502,Low
0.002974488,0.336989641,0.000257214,0,0.600328947,0.012622984,0.001427144,0.582949309,0.492462312,0.4531351,Low
0.002516874,0.272394881,0.000187601,0,0.618421053,0.006769526,0,0.725806452,0.577889447,0.228183581,Low
0.012927583,0.348567946,0.000893171,0,0.361842105,0.00386624,0,0.788018433,0.658291457,0.28959276,Low
0.004804942,0.318708105,0.000339806,0,0.277960526,0.002308203,0,0.615207373,0.738693467,0.293471235,Low
0.015902071,0.313223644,0.00140524,0,0.478618421,0.003779682,0,0.702764977,0.575376884,0.291531997,Low
0.037753117,0.360755637,0.003374464,0,0.620065789,0.020175135,0.001427144,0.748847926,0.618090452,0.265029089,Low
0.006292186,0.361365021,0.000409419,0.009551321,0.460526316,0.004991489,0.004709576,0.907834101,0.567839196,0.16612799,Low
0.014071617,0.441803778,0.001176343,0,0.3125,0.002737384,0.000285429,0.868663594,0.75879397,0.246283129,Low
0,0.38147471,0,0.003960304,0.205592105,0.00168066,0.00999001,0.762672811,0.582914573,0.118293471,Low
0.021050223,0.393053016,0.001551546,0.005125099,0.322368421,0.006711821,0.024261453,0.801843318,0.58040201,0.095669037,Low
0.008465851,0.370505789,0.000621798,0.002795509,0.539473684,0.003148533,0,0.85483871,0.412060302,0.237233355,Low
0.026541586,0.41377209,0.001999901,0.037273447,0.338815789,0.013484953,0.018552876,0.626728111,0.404522613,0.014867485,Low
0.044846127,0.371724558,0.00402222,0.07571169,0.246710526,0.032585331,0.123447981,0.642857143,0.43718593,0.124111183,High
0.055142432,0.459475929,0.005617421,0.005591017,0.396381579,0.048273897,0.041387184,0.529953917,0.582914573,0.183581125,Low
0.0709301,0.375380865,0.007796664,0.065461492,0.391447368,0.062292622,0.037819324,0.870967742,0.527638191,0.159663866,Low
0.064752317,0.480804388,0.006772526,0.037273447,0.363486842,0.15282827,0.257456829,0.877880184,0.346733668,0.067226891,Low
0.048163826,0.383302864,0.004605082,0.025718679,0.491776316,0.091664503,0.035821322,0.624423963,0.458542714,0,Low
0.050795104,0.354661791,0.004601542,0.031822206,0.439144737,0.055862114,0.094191523,0.764976959,0.453517588,0.157078216,Low
0.025855165,0.422912858,0.002219261,0.005591017,0.542763158,0.031185983,0.188383046,0.705069124,0.293969849,0.327731092,High
0.027800023,0.487507617,0.002254756,0.013278666,0.527960526,0.039986007,0.011417154,0.85483871,0.251256281,0.378151261,High
0.0439309,0.354661791,0.00391249,0.015841215,0.603618421,0.037475836,0.017125731,0.69124424,0.404522613,0.558500323,Low
0.040155589,0.481413772,0.003473574,0.003727345,0.715460526,0.039549612,0.018552876,0.529953917,0.520100503,0.46929541,Low
0.027342409,0.59293114,0.002293692,0,0.774671053,0.017791194,0.007135721,0.460829493,0.414572864,0.518422754,Low
0.008351447,0.391834247,0.00060174,0.015654848,0.652960526,0.004100666,0.004281433,0.552995392,0.25879397,0.503555268,Low
0.038439538,0.574040219,0.003448797,0.055397661,0.723684211,0.04443651,0.106607678,0.587557604,0.208542714,0.473173885,Low
0.068527628,0.787934187,0.008366547,0.031915389,0.776315789,0.079189388,0.116740402,0.698156682,0.271356784,0.291531997,Low
0.063951493,0.801950031,0.007168966,0.024227741,0.879934211,0.070450677,0.004281433,0.688940092,0.457286432,0.387847447,High
0.024139115,0.644119439,0.001888992,0.028793738,0.833881579,0.038662396,0.067075781,0.617511521,0.311557789,0.316742081,Low
0.053998398,0.390006094,0.005180864,0.045054279,0.988486842,0.142372832,0.031397174,0.557603687,0.293969849,0.270200388,Low
0.074934218,0.624619135,0.008075116,0.011182034,1,0.053507026,0.060653632,0.647465438,0.261306533,0.241111829,Low
0.039583572,0.839731871,0.003383903,0.030051717,0.850328947,0.050740789,0.023547881,0.633640553,0.311557789,0.433742728,Low
0.041414026,0.876294942,0.003592742,0.044495178,0.766447368,0.051436856,0.055801342,0.642857143,0.366834171,0.330963154,Low
0.062464249,0.689213894,0.006315911,0.004006896,0.746710526,0.085255633,0,0.601382488,0.394472362,0.31092437,Low
0.117835488,0.482023157,0.015861161,0.022503844,0.740131579,0.067774604,0.020836307,0.612903226,0.379396985,0.455074337,Low
0.069099645,0.606946984,0.007023841,0.016353725,0.776315789,0.068257884,0.04995005,0.647465438,0.454773869,0.425339367,Low
0.098272509,0.708104814,0.012811165,0.016773051,0.682565789,0.050996855,0.017839304,0.638248848,0.399497487,0.488687783,Low
0.176066812,0.603290676,0.0307324,0.04402926,0.723684211,0.207392019,0.037105751,0.670506912,0.454773869,0.591467356,Low
0.135224803,0.332723949,0.019068082,0.01956856,0.708881579,0.240900632,0.043527901,0.504608295,0.592964824,0.502262443,High
0.126758952,0.529555149,0.017160212,0.021245865,0.763157895,0.150404657,0.147709433,0.647465438,0.680904523,0.564964447,Low
0.242992793,0.341255332,0.068924018,0.231840842,0.677631579,0.395676448,0.124018838,0.605990783,0.605527638,0.611506141,High
0.347786294,0.327848872,0.12273964,0.048548665,0.672697368,0.845563201,0.713857571,0.822580645,0.668341709,0.667097608,Low
0.163517258,0.311395491,0.026145633,0.013418441,0.832236842,0.291140108,0.125874126,0.585253456,0.713567839,0.460245637,High
0.141914914,0.187081048,0.021260765,0.092344966,0.672697368,0.719978938,0.022406165,0.451612903,0.909547739,0.435681965,Low
0.119979308,0.211456429,0.016313877,0,0.702302632,0.265219712,0.052804339,0.788018433,0.864321608,0.564318035,Low
0.104505006,0.170018281,0.012658241,0.002143223,0.664473684,0.085392683,0,0.460829493,1,0.449256626,Low
0.084658506,0.165143205,0.009213703,0.000698877,0.766447368,0.052709974,0.011131725,0.532258065,0.91959799,0.792501616,Low
0.065324334,0.386959171,0.00642328,0.014443461,0.759868421,0.034781731,0.001712573,0.64516129,0.77638191,0.169360052,Low
0.069557259,0.266301036,0.007045079,0.003540977,0.692434211,0.043772902,0.025545883,0.460829493,0.688442211,0.226244344,Low
0.064637913,0.17794028,0.006449238,0.005591017,0.537828947,0.013127903,0.000856287,0.283410138,0.824120603,0.438914027,Low
0.052511154,0.065813528,0.004804482,0.003261427,0.550986842,0.009146253,0.003567861,0.582949309,0.603015075,0.342598578,Low
0.137970484,0.056672761,0.021863223,0.03964963,0.644736842,0.146040711,0.01998002,0.652073733,0.751256281,0.196509373,Low
0.093124356,0.057891529,0.010682656,0.006243302,0.587171053,0.041021091,0.072070786,0.781105991,0.572864322,0.332902392,Low
0.099874156,0.208409506,0.012172848,4.66E-05,0.550986842,0.023514816,0.012130726,0.686635945,0.693467337,0.411118293,Low
0.077107882,0.174893358,0.008263897,0.001397754,0.480263158,0.010552815,0.000713572,0.774193548,0.773869347,0.342598578,Low
0.083400069,0.33820841,0.009048519,0,0.583881579,0.005680343,0.039246468,0.852534562,0.608040201,0.2708468,Low
0.06486672,0.240706886,0.006468116,0,0.616776316,0.002845581,0.002140716,0.843317972,0.658291457,0.290885585,Low
0.072874957,0.48385131,0.007506413,0.000232959,0.506578947,0.006967887,0.000713572,0.831797235,0.665829146,0.387201034,Low
0.06383709,0.400975015,0.006221521,0.00489214,0.419407895,0.002679679,0,0.912442396,0.814070352,0.160310278,Low
0.063265073,0.452772699,0.006148368,0,0.103618421,0.001222626,0.001427144,0.739631336,0.685929648,0.261797027,Low
0.060862602,0.41377209,0.005847498,0,0.213815789,3.25E-05,0,0.778801843,0.615577889,0.349709114,Low
0.067726805,0.36380256,0.006771346,0.00722173,0.273026316,0,0,0.81797235,0.603015075,0.321266968,Low
0.09289555,0.265082267,0.010653159,0.020966314,0.319078947,0.002156727,0.152704438,0.656682028,0.560301508,0.111182935,Low
0.120123556,0.358318099,0.015909536,0.008153567,0.375,0.00540985,0.12987013,0.69124424,0.587939698,0.243697479,Low
0.116462647,0.252285192,0.015426964,0.028886922,0.378289474,0.003779682,0,0.647465438,0.527638191,0.279896574,Low
0.136940853,0.18464351,0.019420866,0.008153567,0.409539474,0.019132837,0.00999001,0.564516129,0.512562814,0.158371041,Low
0.11451779,0.262644729,0.014619924,0.06206029,0.366776316,0.017621686,0.145568717,0.847926267,0.532663317,0.053005818,Low
0.156961446,0.346130408,0.024126238,0.043563342,0.419407895,0.06622378,0.045668617,0.585253456,0.469849246,0.457013575,Low
0.146779545,0.332723949,0.021589491,0.033872245,0.391447368,0.10574454,0.114171543,0.702764977,0.530150754,0.754363284,Low
0.100102963,0.279707495,0.012171668,0.08293342,0.365131579,0.067482472,0.091337234,0.702764977,0.527638191,0.342598578,Low
0.097357282,0.388787325,0.011559309,0.028653963,0.356907895,0.067482472,0.106322249,0.820276498,0.43718593,0.30833872,Low
0.072074133,0.35709933,0.007775426,0.030750594,0.375,0.067482472,0.063507921,0.764976959,0.474874372,0.167420814,Low
0.081912825,0.441803778,0.009580646,0.052136234,0.46875,0.067482472,0.007135721,0.552995392,0.407035176,0.328377505,Low
0.204438851,0.48385131,0.043469232,0.0028421,0.532894737,0.067482472,0,0.705069124,0.429648241,0.28959276,Low
0.135911223,0.405850091,0.019654483,0,0.685855263,0.067482472,0,0.546082949,0.374371859,0.362637363,Low
